category,access,year,title,journal,doi,pmid,pmcid,entry_url,notes,path,pages,bytes,sha256
儿童,非全文,2003,Outcome of unroofing procedure for repair of anomalous aortic origin of left or right coronary artery,The Annals of Thoracic Surgery,10.1016/s0003-4975(03)00436-3,12902110,,https://doi.org/10.1016/s0003-4975(03)00436-3,非全文书目访问卡；9 例去顶手术的早期功能学随访，最早提出以新开口重建避免处理主动脉瓣交界。未使用摘要冒充论文全文。,papers/pediatric/non_fulltext/2003_NON_FULLTEXT_Romp_Unroofing_Outcome_Neo_Ostium.pdf,1,61882,891ae131a1fd09b0e49d8febafeb2b03b385cd7729dceda64f8af52ca1b2de25
成人,全文-作者稿,2026,Fluid dynamics-informed CCTA-derived geometric parameters in right coronary artery anomalies predict abnormal invasive Adenosine-FFR and Dobutamine-FFR,Computers in Biology and Medicine,10.1016/j.compbiomed.2026.111851,42413345,,https://doi.org/10.1016/j.compbiomed.2026.111851,成人作者稿/完整手稿；81 名 R-AAOCA 患者，平均年龄 52.3 岁；现已匹配正式出版 DOI 与 PMID。,papers/adult/fulltext/2026_Mokhtari_CCTA_Geometry_FFR_Manuscript.pdf,41,1802040,94384acd16a95d75c6bc624bf8a2732d7d95260ef053cfdd7d6464c31787d4f3
成人,全文,2026,Invasive Right Anomalous Coronary Arteries Assessment: Intravascular Ultrasound and Adenosine vs Dobutamine Fractional Flow Reserve,JACC: Advances,10.1016/j.jacadv.2025.102526,41581388,PMC12860356,https://pmc.ncbi.nlm.nih.gov/articles/PMC12860356/,成人 R-AAOCA 前瞻性单中心研究，73 例，平均年龄 51 岁；以多巴酚丁胺 FFR≤0.80 为参照，比较腺苷 FFR 与 IVUS 最小管腔面积的诊断效能。,papers/adult/fulltext/2026_Stark_IVUS_Adenosine_vs_Dobutamine_FFR.pdf,12,6768339,c5c7256c39d924bb377e8e5ba2b089c933b69d6e33d9cda06a62e891e0dccb60
成人,全文-reference,2026,Histological assessment of the intramural segment in adults with an anomalous aortic origin of a coronary artery with an interarterial course,BMC Cardiovascular Disorders,10.1186/s12872-026-06000-7,,,https://doi.org/10.1186/s12872-026-06000-7,成人组织学研究；出版社 Article in Press/reference 全文。,papers/adult/fulltext/2026_Verheijen_Adult_Intramural_Histology_reference.pdf,47,12943541,4495d4569a252ad6c72c82aec16d8d50be459daf1df85fb27f421bf7f1fcaae5
成人,全文,2025,AI-based detection and classification of anomalous aortic origin of coronary arteries using coronary CT angiography images,Nature Communications,10.1038/s41467-025-58362-9,40169568,,https://doi.org/10.1038/s41467-025-58362-9,以成人冠脉 CCTA 工作流为主的大型 AI 数据集。,papers/adult/fulltext/2025_Shiri_AI_AAOCA_CCTA.pdf,11,4129259,dd50add7c5ce2542a507f6f1d2ad38e36e386b1d1e58ce67115973a1f16cbc69
成人,全文,2025,Anomalous Aortic Origin of a Coronary Artery: Results from a Single Surgical Team in Spain,World Journal for Pediatric and Congenital Heart Surgery,10.1177/21501351241278684,,,https://doi.org/10.1177/21501351241278684,成人外科队列，16 例；中位年龄 43.3 岁。,papers/adult/fulltext/2025_Varela_Barca_AAOCA_Spanish_Surgical_Outcomes.pdf,9,13073030,74b98652484123d5451a88fb5b6e435157b18faf3e99ac766aba2f7e252f8a83
成人,全文,2024,First report from the European registry for anomalous aortic origin of coronary artery (EURO-AAOCA),Interdisciplinary CardioVascular and Thoracic Surgery,10.1093/icvts/ivae074,,,https://doi.org/10.1093/icvts/ivae074,混合年龄欧洲注册；中位年龄 33 岁，按主要年龄归入成人。,papers/adult/fulltext/2024_Grani_EURO_AAOCA_Registry.pdf,10,1291364,39bcfc31513d5dc18acbd9a4a14d89619b86dbf5999aa887468d07c3f89b0294
成人,全文,2024,Surgical outcomes in adolescents and adults with anomalous aortic origin of a coronary artery,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2024.1489303,,,https://doi.org/10.3389/fcvm.2024.1489303,混合青少年与成人队列；年龄 13-57 岁，中位 26 岁，归入成人。,papers/adult/fulltext/2024_Li_Adolescent_Adult_Surgical_Outcomes.pdf,9,51225387,6cd7e8c072c9b24c6a4b142ae123fbabfd8fb8d41ab0d93b802bf2f2a5cebcec
成人,全文,2023,Treatment of Anomalous Coronary Arteries-Surgical Revascularisation Using the Pure Internal Thoracic Artery Technique,Journal of Cardiovascular Development and Disease,10.3390/jcdd10040155,37103034,PMC10144681,https://pmc.ncbi.nlm.nih.gov/articles/PMC10144681/,成人 AAOCA/冠脉异常 CABG 队列，14 例，中位年龄 62.5 岁；重点讨论内胸动脉桥和竞争血流。,papers/adult/fulltext/2023_James_CABG_AAOCA_ITA.pdf,8,1837505,0e3e40c1fa52545b7315968bf2a0bc7ab058d1405a33423dcce7ea9acca0166b
成人,全文,2022,"Therapeutic Management of Anomalous Coronary Arteries Originating From the Opposite Sinus of Valsalva: Current Evidence, Proposed Approach, and the Unknowing",Journal of the American Heart Association,10.1161/JAHA.122.027098,36205254,PMC9673667,https://pmc.ncbi.nlm.nih.gov/articles/PMC9673667/,机制与治疗综述；强调固定性与运动诱发动态狭窄、解剖和功能学联合评估，以及按解剖选择治疗。,papers/adult/fulltext/2022_Bigler_Therapeutic_Management_ACAOS.pdf,20,4688021,ed5ac4d3d3fb907d787482236175980b12a442bed94f932077871723671f6714
成人,全文,2021,Anomalous Aortic Origin of a Coronary Artery Repair Through an Anterior Minithoracotomy,Innovations,10.1177/15569845211031541,,,https://doi.org/10.1177/15569845211031541,微创外科病例系列，11 例；成人占多数，按主要年龄归入成人。,papers/adult/fulltext/2021_Nellis_AAOCA_Anterior_Minithoracotomy_Repair.pdf,5,538355,7b3aff8d30c34eb56b9b1f4204a96dc0de1f824aa23869e800d33c4b348e27b2
成人,全文,2020,Coronary Computed Tomography Angiography-Derived Fractional Flow Reserve in Patients with Anomalous Origin of the Right Coronary Artery from the Left Coronary Sinus,Korean Journal of Radiology,10.3348/kjr.2019.0230,,,https://doi.org/10.3348/kjr.2019.0230,成人 CCTA/CT-FFR 队列，94 例；平均年龄 54.4 岁。,papers/adult/fulltext/2020_Tang_CT_FFR_94_Adult_Patients.pdf,11,1400159,54e43b42fc865cc8ba0fd161426e8240fa3dd35f2b69e00d7f60c24fcce1819f
成人,全文,2019,2018 AHA/ACC Guideline for the Management of Adults With Congenital Heart Disease,Journal of the American College of Cardiology,10.1016/j.jacc.2018.08.1029,,,https://doi.org/10.1016/j.jacc.2018.08.1029,成人先天性心脏病指南；正式期刊卷期年份为 2019。,papers/adult/fulltext/2019_Stout_AHA_ACC_Adult_CHD_Guideline.pdf,112,3057410,ffd1b8aa169db35e4743ef8fb5c7813362afcf12102680807e4c06e335211554
成人,全文,2019,Novel Assessment of Ischemia in Patients With Anomalous Right Coronary Artery,JACC: Case Reports,10.1016/j.jaccas.2019.11.013,34316939,PMC8289109,https://pmc.ncbi.nlm.nih.gov/articles/PMC8289109/,2 例成人 AAORCA 病例系列；以多巴酚丁胺/阿托品负荷 iFR 模拟运动时动态梗阻。,papers/adult/fulltext/2019_McCray_Novel_Assessment_Ischemia_AAORCA.pdf,4,750696,d1b9776f9b3b8021eeec7d46c2f49538e5e3b8b0d7012f14ad1065748cde6e5e
成人,全文,2018,Clinical Strategies of Anomalous Aortic Origin of the Coronary Artery Arising from the Opposite Sinus,中国分子心脏病学杂志,10.16563/j.cnki.1671-6272.2018.06.005,,,https://doi.org/10.16563/j.cnki.1671-6272.2018.06.005,回顾性队列，64 例；其中 56 例为 30-75 岁中老年患者，归入成人。,papers/adult/fulltext/2018_Su_Opposite_Sinus_AAOCA_Clinical_Strategies.pdf,4,1090903,cb13c56504daf1e1625e632dba6eb4afd2a97d12809abbb4e9d643c998551032
成人,全文,2014,The distribution and prognosis of anomalous coronary arteries identified by cardiovascular magnetic resonance: 15 year experience from two tertiary centres,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-16-34,,,https://doi.org/10.1186/1532-429X-16-34,成人为主的 CMR 队列，172 例；中位年龄 54 岁。,papers/adult/fulltext/2014_Ripley_CMR_172_Adult_Patients.pdf,8,540802,2fb60c400aabd33aaf03bd8c8da46f1b6eedfe7abd091842993e01c57d95d91a
成人,全文,2026,Adults with anomalous aortic origin of a coronary artery: impact of invasive functional testing on clinical decision making - insights from the MuSCAT registry,European Heart Journal - Imaging Methods and Practice,10.1093/ehjimp/qyag010,41742957,PMC12931452,https://pmc.ncbi.nlm.nih.gov/articles/PMC12931452/,MuSCAT 成人 AAOCA 注册研究；评估侵入性功能学检测对临床决策的影响；开放全文。,papers/adult/fulltext/2026_Adult_MuSCAT_Invasive_Testing.pdf,12,862702,b511bcdcae1fcc4d0b421a6fee809cdbfd78d1469c5c81294685bf1a32faf05a
成人,非全文,2026,Anomalous Aortic Origin of the Right Coronary Artery in Adults: Surgical Reimplantation With Intermediate-Term Results,World Journal for Pediatric and Congenital Heart Surgery,10.1177/21501351261450105,42272401,,https://doi.org/10.1177/21501351261450105,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2026_NON_FULLTEXT_Adult_AAORCA_Reimplantation.pdf,1,66287,c8277633b54de34a57d90d7c8717521429b74799558d807c043cdb0db952d9cc
成人,非全文,2026,Functional-anatomic integration by CCTA and exercise SPECT in adults with anomalous aortic origin of a coronary artery,International Journal of Cardiology,10.1016/j.ijcard.2026.134467,41903895,,https://doi.org/10.1016/j.ijcard.2026.134467,非全文书目访问卡；35 名成人 CCTA 与运动负荷 SPECT 双中心研究。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2026_NON_FULLTEXT_CCTA_Exercise_SPECT_AAOCA.pdf,1,91704,99c7e79f5a20f4824b451c54c7e16941ea0b32ce271137e0b2592695a42ce304
成人,非全文,2026,Prevalence and anatomical variants of anomalous aortic origin of a coronary artery assessed by coronary CT angiography: a single-center study,European Heart Journal - Cardiovascular Imaging (conference abstract),10.1093/ehjci/jeaf367.353,未分配或未检得（截至 2026-07-31）,,https://doi.org/10.1093/ehjci/jeaf367.353,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2026_NON_FULLTEXT_Adult_CCTA_Prevalence_Conference_Abstract.pdf,1,69566,d93190bf644cc808123b6b7fd54d621c8193128eb9e1895dc8918d7b3884828a
成人,非全文,2025,Clinical and Prognostic Significance of Anomalous Origin of a Coronary Artery in Adults,Circulation,10.1161/CIRCULATIONAHA.125.074198,40995628,,https://doi.org/10.1161/CIRCULATIONAHA.125.074198,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2025_NON_FULLTEXT_Adult_Clinical_Prognostic_Significance.pdf,1,66529,21b30495440f37463442cccd460a992b5793ea8ab6372e5a6dc4366d96784ff6
成人,全文,2025,Surgical approach and outcomes in adults with anomalous aortic origin of coronary arteries at a reference center: Outcomes of proximal coronary surgery,JTCVS Open,10.1016/j.xjon.2025.05.011,41169309,PMC12570585,https://pmc.ncbi.nlm.nih.gov/articles/PMC12570585/,成人 AAOCA 近端冠状动脉手术策略与结局；JTCVS Open/PMC 开放全文。,papers/adult/fulltext/2025_Adult_Proximal_Coronary_Surgery.pdf,7,496767,cb58c17bace86f9ec4ba8708948bc138940e5b10597ddaaf6f88f274b063c1c4
成人,非全文,2025,The Role of Stress Echocardiography in Patients With Anomalous Aortic Origin of Coronary Arteries: Two Tertiary Cardiac Centers' Experience,Echocardiography,10.1111/echo.70371,41395835,,https://doi.org/10.1111/echo.70371,非全文书目访问卡；46 名中年 AAOCA 患者的运动负荷超声双中心研究。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2025_NON_FULLTEXT_AAOCA_Stress_Echocardiography.pdf,1,91029,b6136fc7d7f1055212e6dfe78b8987395ef1d04167010a73c2046e591dfd80f7
成人,非全文,2024,Surgical Management of Anomalous Right Coronary Artery in the Adult: Technique and Case Series,"Heart, Lung and Circulation",10.1016/j.hlc.2024.01.028,38403570,,https://doi.org/10.1016/j.hlc.2024.01.028,非全文书目访问卡；13 名成人 AAORCA 正式去顶术病例系列。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2024_NON_FULLTEXT_Adult_AAORCA_Surgical_Management.pdf,1,90662,34d565d9bb4aca7abf30aa1eb537acae59c94948aacfb89bb91d475ca72630af
成人,非全文,2023,Management of Adults With Anomalous Aortic Origin of the Coronary Arteries: State-of-the-Art Review,Journal of the American College of Cardiology,10.1016/j.jacc.2023.08.012,37855757,,https://doi.org/10.1016/j.jacc.2023.08.012,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2023_NON_FULLTEXT_Adult_AAOCA_State_of_the_Art.pdf,1,67098,c9e5b9f9717df8cf27fd496bbfe563f64744a11583fccd2162225e6eadd902b2
成人,非全文,2023,Outcomes of a protocolized approach for surgical unroofing of intramural anomalous aortic origin of coronary artery in children and adults,Journal of Thoracic and Cardiovascular Surgery,10.1016/j.jtcvs.2022.11.037,36690526,,https://doi.org/10.1016/j.jtcvs.2022.11.037,非全文书目访问卡；Mayo Clinic 148 例连续去顶手术，中位年龄 44.4 岁，因此按成人归类；含儿童亚组。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2023_NON_FULLTEXT_Patlolla_Protocolized_Unroofing_148_Patients.pdf,1,62441,38c245e2e2c16af09fa76d2d0244dbd7005acb8ffeb2c22edd2932a5cd4b1c68
成人,全文,2022,Coronary artery disease in adults with anomalous aortic origin of a coronary artery,JTCVS Open,10.1016/j.xjon.2022.04.022,36004264,PMC9390708,https://pmc.ncbi.nlm.nih.gov/articles/PMC9390708/,成人 AAOCA 合并冠状动脉粥样硬化性疾病的队列研究；JTCVS Open/PMC 开放全文。,papers/adult/fulltext/2022_Adult_AAOCA_Coronary_Disease.pdf,17,1079120,c4d1a7d0118b9fb20c5c2d9f7b889b01500e55bd1142a54675dcab13df782574
成人,全文-作者稿,2021,2020 ESC Guidelines on sports cardiology and exercise in patients with cardiovascular disease,European Heart Journal,10.1093/eurheartj/ehaa605,32860412,,https://doi.org/10.1093/eurheartj/ehaa605,ESC 运动心脏病学指南，面向已有心血管疾病的人群，包含冠状动脉异常的运动参与建议；从帕多瓦大学机构仓储取得的作者手稿（submittedVersion），非出版社排版终稿；正式卷期年份为 2021。,papers/adult/fulltext/2021_Pelliccia_ESC_Sports_Cardiology_Guideline.pdf,80,4557791,3c95a30e87b826425afcdf1f2e8937f73bb8906240b5b7e363353c9075841c2e
成人,全文,2021,The significance of symptoms before and after surgery for anomalous aortic origin of coronary arteries in adolescents and adults,Interactive CardioVascular and Thoracic Surgery,10.1093/icvts/ivaa234,33221843,PMC8906714,https://pmc.ncbi.nlm.nih.gov/articles/PMC8906714/,青少年与成人 AAOCA 手术前后症状及中期结局队列；完整期刊全文。,papers/adult/fulltext/2021_Adolescent_Adult_Surgical_Symptoms.pdf,8,780528,49305e1a62b025fc717106c07a29043aa7e4b86ecd307cbffd58539f92f8e42f
成人,全文,2020,2020 ESC Guidelines for the management of adult congenital heart disease,European Heart Journal,10.1093/eurheartj/ehaa554,32860028,,https://doi.org/10.1093/eurheartj/ehaa554,ESC 成人先天性心脏病指南；从 Amsterdam UMC 机构仓储取得的出版社 PDF（Version of Record，CC BY）。,papers/adult/fulltext/2020_ESC_Adult_CHD_Guideline.pdf,85,3365763,08325d4512e27a69973b633face1da634a85fdfb3c48220be284ac986a203b7a
成人,非全文,2017,Anomalous Aortic Origin of a Coronary Artery From the Inappropriate Sinus of Valsalva,Journal of the American College of Cardiology,10.1016/j.jacc.2017.01.031,28335843,,https://doi.org/10.1016/j.jacc.2017.01.031,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2017_NON_FULLTEXT_JACC_AAOCA_Review.pdf,1,66538,c9f0dd890dd7874ec792284dd23c4c8ee03fae0a4d412b4f87462d68167078db
成人,非全文,2017,Outcome in middle-aged individuals with anomalous origin of the coronary artery from the opposite sinus: a matched cohort study,European Heart Journal,10.1093/eurheartj/ehx046,28329166,,https://doi.org/10.1093/eurheartj/ehx046,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2017_NON_FULLTEXT_Middle_Aged_Matched_Cohort.pdf,1,66072,88014e02a22f7a3198eb76eb9f27d9357753a2cbe019dc7864a93a755de4d146
成人,非全文,2016,Anomalous Coronary Arteries: Analysis of Clinical Outcome Based Upon Arterial Course and Surgical Intervention in an Adult Population,Academic Radiology,10.1016/j.acra.2016.03.020,27161207,,https://doi.org/10.1016/j.acra.2016.03.020,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2016_NON_FULLTEXT_Adult_Clinical_Outcomes.pdf,1,65858,d7a1fd81726390d982384ea0347b308f30f98e41e8df604c1a1dbba075c0e222
成人,非全文,2016,Surgical Results and Outcomes After Reimplantation for the Management of Anomalous Aortic Origin of the Right Coronary Artery,The Annals of Thoracic Surgery,10.1016/j.athoracsur.2016.02.002,27112655,,https://doi.org/10.1016/j.athoracsur.2016.02.002,非全文书目访问卡；16 例 AAORCA 冠脉再植，年龄 17–70 岁，按成人归类。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2016_NON_FULLTEXT_Law_AAORCA_Reimplantation_16_Patients.pdf,1,60711,37dcd1bf3b041825fb0e68f036971a3f1ece26f02bcbfb3f41fd31c059b96a83
成人,非全文,2015,Anatomic characteristics and outcome of adults with coronary arteries arising from an anomalous location detected with coronary computed tomography angiography,International Journal of Cardiovascular Imaging,10.1007/s10554-014-0535-4,25218760,,https://doi.org/10.1007/s10554-014-0535-4,非全文书目访问卡；成人 CCTA 队列，分析壁内段、裂隙样开口、锐角起源、管腔压缩等解剖特征。未使用摘要冒充论文全文。,papers/adult/non_fulltext/2015_NON_FULLTEXT_CCTA_High_Risk_Anatomy_Outcomes.pdf,1,89473,cd9815edea3c140ede3751d6649fcadf276f826d68a9c24bd4981576216b695a
成人,非全文,2014,Surgical unroofing of anomalous aortic origin of a coronary artery: a single-center experience,The Annals of Thoracic Surgery,10.1016/j.athoracsur.2014.04.114,25038010,,https://doi.org/10.1016/j.athoracsur.2014.04.114,非全文书目访问卡；未使用摘要冒充论文全文。,papers/adult/non_fulltext/2014_NON_FULLTEXT_AAOCA_Surgical_Unroofing.pdf,1,65660,77e6509d5d2b435ac0b16c02127b5a1d8f48d0d27b2fbd5f576a7b643e7b900b
